"ExpertId"	"ConceptId"	"ConceptName"	"Rank"	"Vocabulary"
"26"	"769"	"baking"	"1"	"phy"
"26"	"10919"	"wave packets"	"0.8121901"	"phy"
"26"	"4837"	"scattering"	"0.488182"	"phy"
"26"	"3966"	"particle beams"	"0.30763665"	"phy"
"26"	"27441"	"ovens"	"0.23603645"	"phy"
"26"	"16549"	"moisture"	"0.20655592"	"phy"
"26"	"20386"	"temperature"	"0.17636769"	"phy"
"26"	"3305"	"evaporation"	"0.16341086"	"phy"
"26"	"4388"	"entrances"	"0.13621366"	"phy"
"26"	"6341"	"wave functions"	"0.10808186"	"phy"
"26"	"1908"	"electrons"	"0.06991591"	"phy"
"26"	"7418"	"photoionization"	"0.063927345"	"phy"
"26"	"72842"	"hydrogen atoms"	"0.06158666"	"phy"
"26"	"4499"	"protons"	"0.04602367"	"phy"
"26"	"4491"	"estimates"	"0.04224988"	"phy"
"26"	"1942"	"energy"	"0.029119192"	"phy"
"26"	"2727451"	"futures markets"	"1"	"eco"
"26"	"3420475"	"inefficiency"	"0.44418967"	"eco"
"26"	"7136764"	"trends"	"0.13498001"	"eco"
"26"	"7080229"	"trading systems"	"0.10678178"	"eco"
"26"	"4395165"	"momentum"	"0.09406783"	"eco"
"26"	"6931"	"exit"	"0.09033702"	"eco"
"26"	"2552183"	"filter"	"0.08641729"	"eco"
"27"	"10047174"	"personality"	"1"	"soc"
"27"	"10038485"	"moral philosophy"	"0.947668"	"soc"
"27"	"10042988"	"learning"	"0.9043676"	"soc"
"27"	"10038203"	"teacher"	"0.7805257"	"soc"
"27"	"10037271"	"student"	"0.67553014"	"soc"
"27"	"10035149"	"communication"	"0.64545417"	"soc"
"27"	"10066086"	"inclusion"	"0.49036473"	"soc"
"27"	"10054289"	"personality test"	"0.325209"	"soc"
"27"	"10046060"	"group interaction"	"0.28179106"	"soc"
"27"	"10079537"	"triangulation"	"0.26940164"	"soc"
"27"	"10040445"	"curriculum"	"0.22105382"	"soc"
"27"	"10063248"	"teaching"	"0.19483453"	"soc"
"27"	"10056459"	"regression"	"0.17769831"	"soc"
"27"	"11000017"	"education"	"0.16550574"	"soc"
"27"	"10037953"	"test"	"0.14406544"	"soc"
"27"	"10037483"	"effect"	"0.120848015"	"soc"
"32"	"15606"	"polyimides"	"1"	"cpx"
"32"	"13159"	"laser ablation"	"0.5136151"	"cpx"
"32"	"2813"	"silicones"	"0.47728148"	"cpx"
"32"	"4553"	"microelectronics"	"0.4704183"	"cpx"
"32"	"11018"	"glass transition"	"0.43797973"	"cpx"
"32"	"2004"	"etching"	"0.42390776"	"cpx"
"32"	"3539"	"polymers"	"0.41088295"	"cpx"
"32"	"4986"	"permittivity"	"0.40015754"	"cpx"
"32"	"9783"	"irradiation"	"0.36359277"	"cpx"
"32"	"13341"	"photosensitizers"	"0.30352375"	"cpx"
"32"	"8740"	"dry etching"	"0.30235744"	"cpx"
"32"	"9597"	"wet etching"	"0.29886246"	"cpx"
"32"	"291"	"acids"	"0.28781077"	"cpx"
"32"	"10268"	"excimer lasers"	"0.27003685"	"cpx"
"32"	"12317"	"water absorption"	"0.2630418"	"cpx"
"32"	"123"	"temperature"	"0.26041895"	"cpx"
"32"	"80"	"ablation"	"0.25544754"	"cpx"
"32"	"688"	"curing"	"0.22117046"	"cpx"
"32"	"4286"	"packaging"	"0.2139001"	"cpx"
"32"	"3966"	"copolymers"	"0.2011831"	"cpx"
"32"	"680"	"adhesion"	"0.20036647"	"cpx"
"32"	"6270"	"thermodynamic stability"	"0.19963104"	"cpx"
"32"	"10"	"physical properties"	"0.19438751"	"cpx"
"32"	"515"	"monomers"	"0.19256942"	"cpx"
"32"	"788"	"heating"	"0.16651978"	"cpx"
"32"	"6055"	"microstructure"	"0.15749814"	"cpx"
"32"	"5633"	"lasers"	"0.14514221"	"cpx"
"32"	"544"	"chemical analysis"	"0.12783521"	"cpx"
"32"	"4862"	"experiments"	"0.10131798"	"cpx"
"32"	"433"	"measurements"	"0.098619685"	"cpx"
"32"	"1305"	"models"	"0.07245719"	"cpx"
"32"	"990456658"	"chalcones"	"1"	"chm2"
"32"	"990003983"	"chalcone"	"0.98954403"	"chm2"
"32"	"990013447"	"mercuric chloride"	"0.9476512"	"chm2"
"32"	"990026156"	"paclitaxel"	"0.92793065"	"chm2"
"32"	"990061602"	"propylene"	"0.7351755"	"chm2"
"32"	"990056156"	"diphenyl"	"0.71794385"	"chm2"
"32"	"990098577"	"hydroxide ion"	"0.56050855"	"chm2"
"32"	"990006857"	"pharmaceutical preparations"	"0.49224323"	"chm2"
"32"	"990010716"	"hydrogen"	"0.459596"	"chm2"
"32"	"990003365"	"carbon"	"0.44797775"	"chm2"
"32"	"990007827"	"ether, ethyl"	"0.32078594"	"chm2"
"32"	"990000653"	"ethanol"	"0.29129812"	"chm2"
"32"	"21117"	"technology, pharmaceutical"	"0.90828764"	"msh"
"32"	"20238"	"spectrophotometry, infrared"	"0.8416817"	"msh"
"32"	"26611"	"spectroscopy, fourier transform infrared"	"0.7719082"	"msh"
"32"	"4017"	"chemistry, pharmaceutical"	"0.76946986"	"msh"
"32"	"22240"	"ultraviolet rays"	"0.68932146"	"msh"
"32"	"355968"	"magnetic resonance spectroscopy"	"0.5608746"	"msh"
"32"	"4379"	"chromatography, high pressure liquid"	"0.53646296"	"msh"
"32"	"21542"	"time factors"	"0.37393466"	"msh"
"692"	"10038203"	"teacher"	"1"	"soc"
"692"	"10083753"	"digital media"	"0.6005725"	"soc"
"692"	"10037271"	"student"	"0.54951173"	"soc"
"692"	"10049359"	"multimedia"	"0.49394178"	"soc"
"692"	"10038778"	"purchase"	"0.4832804"	"soc"
"692"	"10049065"	"shortage"	"0.48115534"	"soc"
"692"	"10039848"	"budget"	"0.44642732"	"soc"
"692"	"10052870"	"news"	"0.43423098"	"soc"
"692"	"10035175"	"literacy"	"0.4229998"	"soc"
"692"	"10042696"	"educator"	"0.4086442"	"soc"
"692"	"10057459"	"classroom"	"0.3759803"	"soc"
"692"	"10035149"	"communication"	"0.3445617"	"soc"
"692"	"10039665"	"resources"	"0.30761382"	"soc"
"692"	"11000017"	"education"	"0.28272524"	"soc"
"5219"	"20189"	"space flight"	"1"	"msh"
"5219"	"22911"	"weightlessness"	"0.9810413"	"msh"
"5219"	"9627"	"gravitation"	"0.55647534"	"msh"
"5219"	"20188"	"soybeans"	"0.43706504"	"msh"
"5219"	"27282"	"plastids"	"0.4201217"	"msh"
"5219"	"27763"	"plant roots"	"0.41682622"	"msh"
"5219"	"27761"	"plant leaves"	"0.36736977"	"msh"
"5219"	"27764"	"plant root cap"	"0.3667218"	"msh"
"5219"	"12515"	"lighting"	"0.34156254"	"msh"
"5219"	"7905"	"ethylenes"	"0.3350894"	"msh"
"5219"	"7505"	"environment, controlled"	"0.3107358"	"msh"
"5219"	"27766"	"plant shoots"	"0.30405205"	"msh"
"5219"	"27751"	"ecological systems, closed"	"0.30284256"	"msh"
"5219"	"27809"	"plant stems"	"0.29446042"	"msh"
"5219"	"12505"	"life support systems"	"0.2627805"	"msh"
"5219"	"479267"	"solanum tuberosum"	"0.25441873"	"msh"
"5219"	"27708"	"weightlessness simulation"	"0.2543678"	"msh"
"5219"	"16971"	"plants, medicinal"	"0.2475457"	"msh"
"5219"	"16958"	"plant growth regulators"	"0.23809226"	"msh"
"5219"	"12512"	"light"	"0.23666765"	"msh"
"5219"	"27784"	"biomass"	"0.22604239"	"msh"
"5219"	"27769"	"gravitropism"	"0.22303545"	"msh"
"5219"	"385479"	"melilotus"	"0.22073115"	"msh"
"5219"	"27753"	"gene expression regulation, plant"	"0.21270064"	"msh"
"5219"	"13809"	"microscopy, electron"	"0.2122"	"msh"
"5219"	"22964"	"triticum"	"0.19421382"	"msh"
"5219"	"3309"	"capsicum"	"0.1778248"	"msh"
"5219"	"11327"	"infrared rays"	"0.16391395"	"msh"
"5219"	"27811"	"cotyledon"	"0.16359892"	"msh"
"5219"	"19596"	"seeds"	"0.16120617"	"msh"
"5219"	"27808"	"hypocotyl"	"0.14498883"	"msh"
"5219"	"22463"	"vacuoles"	"0.14111319"	"msh"
"5219"	"27782"	"spacecraft"	"0.14106375"	"msh"
"5219"	"27705"	"gravity, altered"	"0.1405935"	"msh"
"5219"	"12312"	"fabaceae"	"0.13860375"	"msh"
"5219"	"3369"	"carbon dioxide"	"0.13052876"	"msh"
"5219"	"27814"	"lycopersicon esculentum"	"0.11992945"	"msh"
"5219"	"328024"	"gene expression profiling"	"0.11931578"	"msh"
"5219"	"7635"	"equipment design"	"0.11312433"	"msh"
"5219"	"27772"	"phototropism"	"0.112901315"	"msh"
"5219"	"26336"	"genes, plant"	"0.10892369"	"msh"
"5219"	"21792"	"transcription, genetic"	"0.10693617"	"msh"
"5219"	"6769"	"dose-response relationship, radiation"	"0.10465219"	"msh"
"5219"	"27816"	"cucumis sativus"	"0.08973644"	"msh"
"5219"	"15077"	"nucleotidyltransferases"	"0.088603705"	"msh"
"5219"	"1472"	"antimony"	"0.088355914"	"msh"
"5219"	"3852"	"cereals"	"0.087852255"	"msh"
"5219"	"25447"	"tissue fixation"	"0.08751902"	"msh"
"5219"	"27765"	"meristem"	"0.08603136"	"msh"
"5219"	"27818"	"crops, agricultural"	"0.0853311"	"msh"
"5219"	"4178"	"chloroplasts"	"0.08531894"	"msh"
"5219"	"23913"	"inositol 1,4,5-trisphosphate"	"0.082756035"	"msh"
"5219"	"28080"	"genome, plant"	"0.08180548"	"msh"
"5219"	"11237"	"indoleacetic acids"	"0.080923826"	"msh"
"5219"	"14520"	"droughts"	"0.07907992"	"msh"
"5219"	"28079"	"dna, plant"	"0.07892893"	"msh"
"5219"	"454589"	"culture techniques"	"0.0785887"	"msh"
"5219"	"16683"	"phosphoric monoester hydrolases"	"0.07748613"	"msh"
"5219"	"16788"	"physical stimulation"	"0.077438086"	"msh"
"5219"	"385133"	"arabidopsis proteins"	"0.075651355"	"msh"
"5219"	"16956"	"plant diseases"	"0.07373446"	"msh"
"5219"	"27701"	"gravity sensing"	"0.07221633"	"msh"
